id,round,question_type,prompt_text,real_image_url,ai_image_url,logo_url,options,correct_option,explanation,is_active,created_at
68f66f68-a853-4c76-8c3d-f6f3ca64c537,3,emoji_mcq,🧠🔄⚡,,,,"[""Transformer Model"",""Power Transformer"",""Model Switching"",""Neural Circuit""]","Transformer Model","Brain + Transformation + Energy = Transformer Model, a neural architecture widely used in modern AI.",true,2026-09-17T01:59:27.600Z
55664ecf-f7a8-49b1-95da-d9b888472b3a,3,emoji_mcq,👥🤖🎨,,,,"[""Generative Adversarial Network"",""AI Art Team"",""Robot Competition"",""Creative Network""]","Generative Adversarial Network","Two AI sides + Robot + Art = Generative Adversarial Network, where competing networks generate and evaluate content.",true,2026-09-17T01:59:27.600Z
0921b2b6-bce0-4704-b73f-9a8d6fd36c08,3,emoji_mcq,🌫️🖼️🤖,,,,"[""Diffusion Model"",""Image Blur"",""Cloud Rendering"",""Visual Noise""]","Diffusion Model","Cloud + Image + Robot = Diffusion Model, a popular approach for generating images from noise.",true,2026-09-17T01:59:27.600Z
53305023-48a1-4344-b958-43bddc3e4663,3,emoji_mcq,🎯❓🤖,,,,"[""Zero-Shot Learning"",""Random Guessing"",""Target Training"",""AI Testing""]","Zero-Shot Learning","Target + Question + Robot = Zero-Shot Learning, where an AI performs a task without task-specific examples.",true,2026-09-17T01:59:27.600Z
d157b542-9dc3-4567-86cc-99c9c0794146,3,emoji_mcq,🎯👥🤖,,,,"[""Few-Shot Learning"",""Small Dataset"",""Limited Training"",""Mini Model""]","Few-Shot Learning","Target + Small Group + Robot = Few-Shot Learning, where a model learns from only a few examples.",true,2026-09-17T01:59:27.600Z
cf8b209e-846c-4ce2-b6bb-52042e0174af,3,emoji_mcq,🖼️🎵📝🤖,,,,"[""Multimodal AI"",""Media Player AI"",""Content Mixer"",""Digital Media""]","Multimodal AI","Image + Music + Text + Robot = Multimodal AI, which can work with multiple types of data.",true,2026-09-17T01:59:27.600Z
9606addb-2767-4faf-a5f1-6ca32e0ff081,3,emoji_mcq,⚖️🤖,,,,"[""AI Bias"",""AI Fairness"",""Algorithm Scale"",""Model Balance""]","AI Bias","Balance scale + Robot = AI Bias, referring to systematic unfairness or skewed outcomes in AI systems.",true,2026-09-17T01:59:27.600Z
66948b2f-4278-480c-a365-e514a4e8ebdd,3,emoji_mcq,🛡️⚖️🤖,,,,"[""AI Ethics"",""Cybersecurity"",""Digital Law"",""AI Governance""]","AI Ethics","Shield + Balance + Robot = AI Ethics, concerning responsible and fair development and use of AI.",true,2026-09-17T01:59:27.600Z
8a2f44d1-6ade-48dc-95b9-45b086c3d5f0,3,emoji_mcq,🔍🧠💡,,,,"[""Explainable AI"",""AI Search"",""Transparent Model"",""Smart Diagnosis""]","Explainable AI","Magnifying Glass + Brain + Lightbulb = Explainable AI, focused on making AI decisions easier to understand.",true,2026-09-17T01:59:27.600Z
6b898ae1-6b09-4b5d-8be5-4e9e798e2cd3,3,emoji_mcq,📱🤖⚡,,,,"[""Edge AI"",""Mobile AI"",""Fast Computing"",""Device Learning""]","Edge AI","Mobile device + Robot + Lightning = Edge AI, running AI processing closer to where data is generated.",true,2026-09-17T01:59:27.600Z
37a479c4-e9ed-4846-90f9-55b4caa49ec4,3,emoji_mcq,🤝📱🌐🤖,,,,"[""Federated Learning"",""Social AI"",""Distributed Chatbot"",""Network Training""]","Federated Learning","Connected devices + Globe + Robot = Federated Learning, where models learn across devices without centralizing raw data.",true,2026-09-17T01:59:27.600Z
cf44d280-1de9-489a-920c-d536e46ceb60,3,emoji_mcq,📦📊🤖,,,,"[""Synthetic Data"",""Data Packaging"",""Artificial Dataset"",""Data Compression""]","Synthetic Data","Package + Data + Robot = Synthetic Data, artificially generated data used for AI training and testing.",true,2026-09-17T01:59:27.600Z
a7ce3df6-a5b0-4213-9123-022522aed052,3,emoji_mcq,👁️📄🔤,,,,"[""Optical Character Recognition"",""Document Scanner"",""Text Vision"",""Image Reader""]","Optical Character Recognition","Eye + Document + Letters = Optical Character Recognition, converting text in images into machine-readable text.",true,2026-09-17T01:59:27.600Z
0c91abe4-f357-4ea4-b0b0-1e861ecd9905,3,emoji_mcq,🚨💉🤖,,,,"[""AI Medical Diagnosis"",""Health Monitor"",""Robot Doctor"",""Medical Imaging""]","AI Medical Diagnosis","Warning + Medical Symbol + Robot = AI-assisted medical diagnosis and detection of health conditions.",true,2026-09-17T01:59:27.600Z
